year,state,district,Rep Inc,Dem Inc,avg_rating,RepVotesMajorPercent
2020.0,Oklahoma,5.0,False,True,4.0,52.06
2020.0,Oregon,4.0,False,True,2.84375,47.28
2020.0,Pennsylvania,1.0,True,False,4.9375,56.56
2020.0,Pennsylvania,7.0,False,True,1.625,48.13
2020.0,Pennsylvania,8.0,False,True,2.25,48.22
2020.0,Pennsylvania,10.0,True,False,3.75,53.31
2020.0,Pennsylvania,16.0,True,False,6.75,59.34
2020.0,Pennsylvania,17.0,False,True,2.5,48.85
2020.0,South Carolina,1.0,False,True,3.1875,50.63
2020.0,South Carolina,2.0,True,False,6.375,56.65
2020.0,Texas,1.0,True,False,6.875,72.58
2020.0,Texas,2.0,True,False,6.5,56.51
2020.0,Texas,3.0,True,False,5.8125,56.23
2020.0,Texas,6.0,True,False,6.15625,54.56
2020.0,Texas,7.0,False,True,2.34375,48.3
2020.0,Texas,10.0,True,False,4.9375,53.65
2020.0,Texas,21.0,True,False,4.5,53.39
2020.0,Texas,22.0,False,False,4.25,53.6
2020.0,Texas,23.0,False,False,3.03125,52.04
2020.0,Texas,24.0,False,False,3.53125,50.69
2020.0,Texas,25.0,True,False,6.03125,57.05
2020.0,Texas,27.0,True,False,6.875,64.35
2020.0,Texas,31.0,True,False,6.125,54.68
2020.0,Texas,32.0,False,True,2.125,46.93
2020.0,Utah,4.0,False,True,3.65625,50.53
2020.0,Virginia,1.0,True,False,6.875,58.23
2020.0,Virginia,2.0,False,True,2.71875,47.05
2020.0,Virginia,5.0,False,False,4.125,52.58
2020.0,Virginia,7.0,False,True,3.28125,49.09
2020.0,Virginia,10.0,False,True,1.125,43.42
2020.0,Washington,3.0,True,False,5.3125,56.5
2020.0,Washington,8.0,False,True,1.875,48.21
2020.0,Wisconsin,3.0,False,True,2.125,48.67
2018.0,Arizona,1.0,False,True,2.583333333,46.16
2018.0,Arizona,2.0,False,False,2.25,45.25
2018.0,Arizona,6.0,True,False,6.333333333,55.19
2018.0,Arizona,8.0,True,False,6.208333333,55.46
2018.0,Arizona,9.0,False,False,1.166666667,38.91
2018.0,Arkansas,2.0,True,False,5.875,53.22
2018.0,California,1.0,True,False,6.666666667,54.89
2018.0,California,4.0,True,False,6.041666667,54.13
2018.0,California,7.0,False,True,1.666666667,44.96
2018.0,California,10.0,True,False,3.5,47.75
2018.0,California,16.0,False,True,1.333333333,42.45
2018.0,California,21.0,True,False,5.875,49.62
2018.0,California,22.0,True,False,6.333333333,52.72
2018.0,California,24.0,False,True,1.333333333,41.44
2018.0,California,25.0,True,False,4.0,45.63
2018.0,California,39.0,False,False,4.166666667,48.44
2018.0,California,45.0,True,False,3.666666667,47.95
2018.0,California,48.0,True,False,3.708333333,46.45
2018.0,California,49.0,False,False,2.083333333,43.58
2018.0,California,50.0,True,False,5.25,51.72
2018.0,Colorado,3.0,True,False,6.0,54.19
2018.0,Colorado,6.0,True,False,2.875,44.21
2018.0,Florida,6.0,False,False,5.25,56.31
2018.0,Florida,7.0,False,True,2.125,42.31
2018.0,Florida,13.0,False,True,1.166666667,42.36
2018.0,Florida,15.0,False,False,4.458333333,53.02
2018.0,Florida,16.0,True,False,5.708333333,54.56
2018.0,Florida,18.0,True,False,5.375,54.3
2018.0,Florida,25.0,True,False,5.833333333,60.45
2018.0,Florida,26.0,True,False,4.166666667,49.13
2018.0,Florida,27.0,False,False,2.916666667,46.92
2018.0,Georgia,6.0,True,False,4.583333333,49.49
2018.0,Georgia,7.0,True,False,5.25,50.07
2018.0,Illinois,6.0,True,False,3.541666667,46.42
2018.0,Illinois,12.0,True,False,4.958333333,53.19
2018.0,Illinois,13.0,True,False,5.083333333,50.38
2018.0,Illinois,14.0,True,False,3.666666667,47.5
2018.0,Indiana,2.0,True,False,6.208333333,54.84
2018.0,Indiana,9.0,True,False,6.5,56.48
2018.0,Iowa,1.0,True,False,2.583333333,47.39
2018.0,Iowa,2.0,False,True,1.166666667,43.74
2018.0,Iowa,3.0,True,False,3.666666667,48.88
2018.0,Iowa,4.0,True,False,5.541666667,51.71
2018.0,Kansas,2.0,False,False,3.666666667,50.45
2018.0,Kansas,3.0,True,False,2.75,45.04
2018.0,Kentucky,6.0,True,False,4.166666667,51.63
2018.0,Maine,2.0,True,False,3.666666667,50.41
2018.0,Maine,2.0,True,False,3.666666667,49.38
2018.0,Michigan,1.0,True,False,6.333333333,56.32
2018.0,Michigan,2.0,True,False,6.666666667,56.28
2018.0,Michigan,3.0,True,False,6.666666667,55.76
2018.0,Michigan,6.0,True,False,5.375,52.37
2018.0,Michigan,7.0,True,False,5.541666667,53.8
2018.0,Michigan,8.0,True,False,3.541666667,48.03
2018.0,Michigan,11.0,False,False,3.041666667,46.56
2018.0,Minnesota,1.0,False,False,3.833333333,50.23
2018.0,Minnesota,2.0,True,False,3.041666667,47.24
2018.0,Minnesota,3.0,True,False,3.041666667,44.28
2018.0,Minnesota,7.0,False,True,2.166666667,47.87
2018.0,Minnesota,8.0,False,False,5.25,52.89
2018.0,Missouri,2.0,True,False,6.0,52.01
2018.0,Nebraska,2.0,True,False,5.083333333,51.0
2018.0,Nevada,3.0,False,False,3.041666667,45.22
2018.0,Nevada,4.0,False,False,2.75,45.72
2018.0,New Hampshire,1.0,False,False,2.583333333,45.66
2018.0,New Hampshire,2.0,False,True,1.166666667,43.16
2018.0,New Jersey,2.0,False,False,1.458333333,46.09
2018.0,New Jersey,3.0,True,False,3.708333333,49.34
2018.0,New Jersey,4.0,True,False,6.833333333,56.26
2018.0,New Jersey,5.0,False,True,1.666666667,43.07
2018.0,New Jersey,7.0,True,False,3.333333333,47.45
2018.0,New Jersey,11.0,False,False,2.75,42.6
2018.0,New Mexico,1.0,False,False,1.166666667,38.05
2018.0,New Mexico,2.0,False,False,3.833333333,49.07
2018.0,New York,1.0,True,False,5.833333333,52.07
2018.0,New York,2.0,True,False,6.166666667,53.11
2018.0,New York,3.0,False,True,1.166666667,41.02
2018.0,New York,11.0,True,False,5.416666667,46.76
2018.0,New York,18.0,False,True,1.333333333,44.53
2018.0,New York,19.0,True,False,3.541666667,47.33
2018.0,New York,21.0,True,False,6.333333333,56.94
2018.0,New York,22.0,True,False,3.708333333,49.11
2018.0,New York,23.0,True,False,6.333333333,54.24
2018.0,New York,24.0,True,False,5.416666667,52.63
2018.0,New York,27.0,True,False,5.25,50.19
2018.0,North Carolina,2.0,True,False,5.25,52.81
2018.0,North Carolina,6.0,True,False,6.833333333,56.52
2018.0,North Carolina,7.0,True,False,6.833333333,56.48
2018.0,North Carolina,8.0,True,False,6.333333333,55.34
2018.0,North Carolina,9.0,False,False,3.833333333,50.16
2018.0,North Carolina,13.0,True,False,4.791666667,53.09
2018.0,Ohio,1.0,True,False,5.125,52.25
2018.0,Ohio,7.0,True,False,6.666666667,58.74
2018.0,Ohio,10.0,True,False,6.166666667,57.01
2018.0,Ohio,12.0,True,False,4.666666667,52.14
2018.0,Ohio,14.0,True,False,5.875,55.25
2018.0,Ohio,15.0,True,False,6.833333333,59.5
2018.0,Ohio,16.0,False,False,6.833333333,56.73
2018.0,Oklahoma,5.0,True,False,6.166666667,49.3
2018.0,Oregon,5.0,False,True,1.5,43.19
2018.0,Pennsylvania,1.0,True,False,4.166666667,51.26
2018.0,Pennsylvania,5.0,False,False,1.458333333,34.81
2018.0,Pennsylvania,6.0,False,False,1.458333333,41.12
2018.0,Pennsylvania,7.0,False,False,2.583333333,44.83
2018.0,Pennsylvania,8.0,False,True,1.916666667,45.36
2018.0,Pennsylvania,10.0,True,False,4.75,51.32
2018.0,Pennsylvania,11.0,True,False,6.833333333,58.98
2018.0,Pennsylvania,14.0,False,False,6.541666667,57.91
2018.0,Pennsylvania,16.0,True,False,5.208333333,52.17
2018.0,Pennsylvania,17.0,False,True,1.916666667,43.74
2018.0,South Carolina,1.0,False,False,5.375,49.31
2018.0,Texas,2.0,False,False,6.333333333,53.7
2018.0,Texas,6.0,False,False,6.5,53.89
2018.0,Texas,7.0,True,False,4.291666667,47.47
2018.0,Texas,10.0,True,False,6.666666667,52.18
2018.0,Texas,21.0,False,False,6.041666667,51.33
2018.0,Texas,22.0,True,False,6.166666667,52.51
2018.0,Texas,23.0,True,False,5.25,50.23
2018.0,Texas,24.0,True,False,6.833333333,51.56
2018.0,Texas,25.0,True,False,6.833333333,54.45
2018.0,Texas,31.0,True,False,6.208333333,51.48
2018.0,Texas,32.0,True,False,4.0,46.68
2018.0,Utah,4.0,True,False,3.666666667,49.87
2018.0,Virginia,2.0,True,False,4.291666667,48.88
2018.0,Virginia,5.0,False,False,4.875,53.27
2018.0,Virginia,7.0,True,False,3.833333333,49.02
2018.0,Virginia,10.0,True,False,2.875,43.8
2018.0,Washington,3.0,True,False,5.208333333,52.67
2018.0,Washington,5.0,True,False,5.375,54.76
2018.0,Washington,8.0,False,False,3.5,47.58
2018.0,West Virginia,2.0,True,False,6.666666667,55.67
2018.0,West Virginia,3.0,False,False,5.25,56.37
2018.0,Wisconsin,1.0,False,False,5.25,56.35
2018.0,Wisconsin,3.0,False,True,1.166666667,40.33
2018.0,Wisconsin,6.0,True,False,6.5,55.51
2016.0,Arizona,1.0,False,False,3.1,46.12
2016.0,Arizona,2.0,True,False,6.0,56.96
2016.0,California,7.0,False,True,2.9,48.83
2016.0,California,10.0,True,False,4.3,51.7
2016.0,California,21.0,True,False,5.45,56.74
2016.0,California,24.0,False,False,2.75,46.58
2016.0,California,25.0,True,False,4.25,53.13
2016.0,California,49.0,True,False,3.95,50.26
2016.0,California,52.0,False,True,1.2,43.47
2016.0,Colorado,3.0,True,False,6.0,57.51
2016.0,Colorado,6.0,True,False,4.35,54.44
2016.0,Florida,2.0,False,False,6.6,69.22
2016.0,Florida,7.0,True,False,3.65,48.52
2016.0,Florida,10.0,False,False,1.4,35.13
2016.0,Florida,13.0,True,False,2.9,48.1
2016.0,Florida,18.0,False,False,4.4,55.44
2016.0,Florida,26.0,True,False,4.2,56.26
2016.0,Florida,27.0,True,False,6.6,54.89
2016.0,Illinois,10.0,True,False,3.8,47.39
2016.0,Illinois,12.0,True,False,6.2,57.77
2016.0,Indiana,2.0,True,False,6.2,61.61
2016.0,Indiana,9.0,False,False,5.45,57.23
2016.0,Iowa,1.0,True,False,4.2,53.84
2016.0,Iowa,3.0,True,False,4.95,57.37
2016.0,Kansas,3.0,True,False,5.1,55.82
2016.0,Maine,2.0,True,False,3.8,54.8
2016.0,Maryland,6.0,False,True,1.4,41.74
2016.0,Michigan,1.0,False,False,4.55,57.81
2016.0,Michigan,6.0,True,False,6.8,61.7
2016.0,Michigan,7.0,True,False,5.45,57.9
2016.0,Michigan,8.0,True,False,6.0,58.85
2016.0,Minnesota,2.0,False,False,3.45,50.97
2016.0,Minnesota,3.0,True,False,5.25,56.86
2016.0,Minnesota,8.0,False,True,3.5,49.72
2016.0,Nebraska,2.0,False,True,3.65,50.62
2016.0,Nevada,3.0,False,False,3.6,49.32
2016.0,Nevada,4.0,True,False,3.05,47.85
2016.0,New Hampshire,1.0,True,False,3.05,49.23
2016.0,New Jersey,5.0,True,False,3.65,47.74
2016.0,New York,1.0,True,False,5.3,58.22
2016.0,New York,3.0,False,False,2.5,47.0
2016.0,New York,19.0,False,False,4.2,54.06
2016.0,New York,21.0,True,False,6.2,68.41
2016.0,New York,22.0,False,False,4.4,53.11
2016.0,New York,23.0,True,False,6.0,57.59
2016.0,New York,24.0,True,False,5.25,60.56
2016.0,New York,25.0,False,True,1.4,43.81
2016.0,Pennsylvania,6.0,True,False,6.6,57.24
2016.0,Pennsylvania,8.0,False,False,4.2,54.43
2016.0,Pennsylvania,16.0,False,False,5.8,55.62
2016.0,Texas,23.0,True,False,3.8,50.7
2016.0,Utah,4.0,True,False,5.25,56.55
2016.0,Virginia,4.0,False,False,1.4,42.13
2016.0,Virginia,5.0,False,False,5.85,58.34
2016.0,Virginia,10.0,True,False,4.35,52.9
2016.0,Wisconsin,8.0,False,False,5.45,62.68
2014.0,Arizona,1.0,False,True,4.2,47.39
2014.0,Arizona,2.0,False,True,3.8,50.04
2014.0,Arizona,9.0,False,True,2.35,43.36
2014.0,Arkansas,2.0,False,False,4.2,54.32
2014.0,Arkansas,4.0,False,False,5.25,55.8
2014.0,California,3.0,False,True,1.6,47.28
2014.0,California,7.0,False,True,4.2,49.6
2014.0,California,9.0,False,True,1.2,47.63
2014.0,California,21.0,True,False,5.45,57.83
2014.0,California,24.0,False,True,1.95,48.07
2014.0,California,26.0,False,True,3.5,48.67
2014.0,California,31.0,False,False,2.9,48.27
2014.0,California,36.0,False,True,2.6,45.82
2014.0,California,52.0,False,True,3.8,48.41
2014.0,Colorado,6.0,True,False,4.4,54.69
2014.0,Connecticut,5.0,False,True,1.8,46.26
2014.0,Florida,2.0,True,False,3.8,49.43
2014.0,Florida,18.0,False,True,2.2,40.22
2014.0,Florida,26.0,False,True,4.2,51.46
2014.0,Georgia,12.0,False,True,3.5,54.75
2014.0,Hawaii,1.0,False,False,3.1,48.07
2014.0,Illinois,8.0,False,True,1.2,44.27
2014.0,Illinois,10.0,False,True,4.2,51.3
2014.0,Illinois,11.0,False,True,2.0,46.54
2014.0,Illinois,12.0,False,True,4.2,55.6
2014.0,Illinois,13.0,True,False,6.0,58.66
2014.0,Illinois,17.0,False,True,2.55,44.54
2014.0,Indiana,2.0,True,False,6.6,60.62
2014.0,Iowa,1.0,False,False,3.8,51.15
2014.0,Iowa,2.0,False,True,2.9,47.44
2014.0,Iowa,3.0,False,False,4.2,55.54
2014.0,Iowa,4.0,True,False,6.6,61.68
2014.0,Kansas,2.0,True,False,6.2,59.63
2014.0,Kansas,3.0,True,False,6.4,60.02
2014.0,Maine,2.0,False,False,3.1,52.93
2014.0,Maryland,6.0,False,True,1.6,49.26
2014.0,Massachusetts,6.0,False,False,3.4,42.8
2014.0,Massachusetts,9.0,False,True,2.15,45.02
2014.0,Michigan,1.0,True,False,5.65,53.52
2014.0,Michigan,4.0,False,False,6.8,59.1
2014.0,Michigan,6.0,True,False,6.6,58.05
2014.0,Michigan,7.0,True,False,6.4,56.49
2014.0,Michigan,8.0,False,False,6.4,56.48
2014.0,Michigan,11.0,False,False,6.6,58.0
2014.0,New Hampshire,1.0,False,True,4.2,51.8
2014.0,Minnesota,1.0,False,True,1.2,45.73
2014.0,Minnesota,7.0,False,True,3.1,45.72
2014.0,Minnesota,8.0,False,True,4.2,49.27
2014.0,Nebraska,2.0,True,False,3.8,48.24
2014.0,Nevada,3.0,True,False,6.6,62.71
2014.0,Nevada,4.0,False,True,2.95,51.47
2014.0,New Hampshire,2.0,False,True,3.1,44.98
2014.0,New Jersey,3.0,False,False,5.1,54.9
2014.0,New Jersey,5.0,True,False,6.6,56.13
2014.0,New York,1.0,False,True,4.2,54.43
2014.0,New York,4.0,False,False,1.6,47.16
2014.0,New York,11.0,True,False,4.6,56.55
2014.0,New York,18.0,False,True,3.4,49.05
2014.0,New York,19.0,True,False,6.2,64.49
2014.0,New York,21.0,False,False,6.0,61.97
2014.0,New York,23.0,True,False,6.4,61.69
2014.0,New York,24.0,False,True,3.8,59.6
2014.0,North Carolina,7.0,False,False,6.8,61.53
2014.0,Ohio,6.0,True,False,6.8,60.15
2014.0,Ohio,14.0,True,False,6.8,65.7
2014.0,Pennsylvania,6.0,False,False,6.45,56.29
2014.0,Texas,23.0,False,True,2.9,51.08
2014.0,Utah,4.0,False,False,6.4,52.64
2014.0,Washington,1.0,False,True,1.4,44.96
2014.0,Virginia,10.0,False,False,4.9,58.33
2014.0,West Virginia,2.0,False,False,4.4,51.76
2014.0,West Virginia,3.0,False,True,4.2,55.35
2014.0,Wisconsin,6.0,False,False,6.4,58.14
2014.0,Wisconsin,7.0,True,False,6.8,60.07
2012.0,Arizona,1.0,False,False,4.142857143,48.06
2012.0,Arizona,2.0,False,True,3.142857143,49.58
2012.0,Arizona,9.0,False,False,3.357142857,47.81
2012.0,Arkansas,1.0,True,False,6.857142857,58.96
2012.0,Arkansas,4.0,False,False,6.714285714,61.87
2012.0,California,3.0,False,True,1.928571429,45.77
2012.0,California,7.0,True,False,3.857142857,48.32
2012.0,California,9.0,False,True,3.5,44.45
2012.0,California,10.0,True,False,4.357142857,52.71
2012.0,California,16.0,False,True,1.357142857,42.59
2012.0,California,21.0,False,False,6.071428571,57.76
2012.0,California,24.0,False,True,3.5,44.9
2012.0,California,26.0,False,False,3.642857143,47.31
2012.0,California,36.0,True,False,4.357142857,47.06
2012.0,California,41.0,False,False,3.071428571,41.03
2012.0,California,47.0,False,False,1.892857143,43.44
2012.0,California,52.0,True,False,3.857142857,48.82
2012.0,Colorado,3.0,True,False,5.25,56.45
2012.0,Colorado,6.0,True,False,4.357142857,51.09
2012.0,Colorado,7.0,False,True,2.071428571,43.25
2012.0,Connecticut,4.0,False,True,1.142857143,40.04
2012.0,Connecticut,5.0,False,False,3.571428571,48.69
2012.0,Florida,2.0,True,False,5.392857143,52.73
2012.0,Florida,9.0,False,False,1.642857143,37.48
2012.0,Florida,10.0,True,False,5.0,51.74
2012.0,Florida,13.0,True,False,6.571428571,57.57
2012.0,Florida,16.0,True,False,5.964285714,53.61
2012.0,Florida,18.0,True,False,4.285714286,49.71
2012.0,Florida,22.0,False,False,2.607142857,45.37
2012.0,Florida,26.0,True,False,2.928571429,44.5
2012.0,Georgia,12.0,False,True,3.857142857,46.3
2012.0,Illinois,8.0,True,False,2.321428571,45.26
2012.0,Illinois,10.0,True,False,3.928571429,49.37
2012.0,Illinois,11.0,True,False,3.357142857,41.43
2012.0,Illinois,12.0,False,False,3.857142857,45.28
2012.0,Illinois,13.0,False,False,4.071428571,50.18
2012.0,Illinois,17.0,True,False,3.5,46.72
2012.0,Indiana,2.0,False,False,5.285714286,50.74
2012.0,Indiana,8.0,True,False,5.678571429,55.33
2012.0,Iowa,2.0,False,True,1.964285714,43.33
2012.0,Iowa,4.0,True,False,4.785714286,54.14
2012.0,Iowa,1.0,False,True,1.571428571,42.21
2012.0,Iowa,3.0,True,False,4.285714286,54.5
2012.0,Kentucky,6.0,False,True,3.928571429,52.0
2012.0,Maine,2.0,False,True,1.428571429,41.81
2012.0,Michigan,7.0,True,False,6.785714286,55.35
2012.0,Maryland,6.0,True,False,2.178571429,39.2
2012.0,Massachusetts,6.0,False,True,4.928571429,49.39
2012.0,Michigan,1.0,True,False,3.857142857,50.28
2012.0,Michigan,3.0,True,False,6.071428571,54.36
2012.0,Michigan,6.0,True,False,6.857142857,56.16
2012.0,Michigan,11.0,False,False,5.285714286,53.36
2012.0,Minnesota,2.0,True,False,6.357142857,54.09
2012.0,Minnesota,6.0,True,False,5.5,50.61
2012.0,Minnesota,7.0,False,True,1.142857143,36.59
2012.0,Minnesota,8.0,True,False,3.857142857,45.54
2012.0,Nebraska,2.0,True,False,6.428571429,50.8
2012.0,Nevada,3.0,True,False,5.0,54.02
2012.0,Nevada,4.0,False,False,3.642857143,45.66
2012.0,New Hampshire,1.0,True,False,4.357142857,48.03
2012.0,New Hampshire,2.0,True,False,3.428571429,47.47
2012.0,New Jersey,3.0,True,False,5.821428571,54.5
2012.0,New Jersey,5.0,True,False,6.857142857,56.28
2012.0,New Jersey,7.0,True,False,6.857142857,58.8
2012.0,New Jersey,9.0,False,True,1.142857143,25.28
2012.0,New Mexico,1.0,False,False,1.357142857,40.84
2012.0,New York,1.0,False,True,3.571428571,47.51
2012.0,New York,11.0,True,False,5.642857143,52.73
2012.0,New York,18.0,True,False,4.5,48.05
2012.0,New York,19.0,True,False,4.5,52.8
2012.0,New York,21.0,False,True,3.357142857,49.0
2012.0,New York,22.0,True,False,6.642857143,60.74
2012.0,New York,23.0,True,False,6.785714286,51.91
2012.0,New York,24.0,True,False,3.571428571,47.04
2012.0,New York,25.0,False,True,2.321428571,42.59
2012.0,New York,27.0,False,True,4.285714286,50.79
2012.0,North Carolina,7.0,False,True,3.928571429,49.9
2012.0,North Carolina,8.0,False,True,5.75,53.95
2012.0,North Carolina,11.0,False,False,6.107142857,57.42
2012.0,North Carolina,13.0,False,False,6.5,56.8
2012.0,Ohio,6.0,True,False,4.642857143,53.25
2012.0,Ohio,7.0,True,False,6.357142857,56.4
2012.0,Ohio,9.0,False,True,1.142857143,23.97
2012.0,Ohio,16.0,True,False,4.142857143,52.05
2012.0,Oklahoma,2.0,False,False,6.0,59.93
2012.0,Oregon,5.0,False,True,1.357142857,43.99
2012.0,Pennsylvania,6.0,True,False,6.214285714,57.14
2012.0,Pennsylvania,7.0,True,False,6.642857143,59.4
2012.0,Pennsylvania,8.0,True,False,5.821428571,56.6
2012.0,Pennsylvania,11.0,True,False,6.857142857,58.54
2012.0,Pennsylvania,12.0,False,True,3.857142857,51.74
2012.0,Pennsylvania,15.0,True,False,6.857142857,56.75
2012.0,Pennsylvania,18.0,True,False,6.857142857,63.96
2012.0,Rhode Island,1.0,False,True,3.5,43.53
2012.0,Tennessee,4.0,True,False,5.142857143,55.76
2012.0,Texas,10.0,True,False,6.857142857,62.54
2012.0,Texas,14.0,False,False,5.5,54.51
2012.0,Texas,23.0,True,False,4.071428571,47.52
2012.0,Texas,34.0,False,False,1.142857143,36.92
2012.0,Utah,4.0,False,True,4.428571429,49.84
2012.0,Virginia,2.0,True,False,5.821428571,53.83
2012.0,Virginia,5.0,True,False,6.857142857,56.4
2012.0,Washington,1.0,False,True,2.571428571,46.06
2012.0,Washington,3.0,True,False,6.857142857,60.38
2012.0,Washington,10.0,False,False,1.357142857,41.44
2012.0,West Virginia,3.0,False,True,1.928571429,46.02
2012.0,Wisconsin,7.0,True,False,5.142857143,56.15
2012.0,Wisconsin,8.0,True,False,6.214285714,56.0
2010.0,Alabama,2.0,False,True,3.95,51.09
2010.0,Alabama,5.0,False,False,6.4,57.94
2010.0,Arizona,1.0,False,True,5.1,53.2
2010.0,Arizona,3.0,False,False,5.8,55.94
2010.0,Arizona,5.0,False,True,4.55,54.61
2010.0,Arizona,7.0,False,True,3.3,46.82
2010.0,Arizona,8.0,False,True,4.0,49.24
2010.0,Arkansas,1.0,False,False,4.75,54.36
2010.0,Arkansas,2.0,False,False,6.05,60.21
2010.0,California,3.0,True,False,5.1,53.69
2010.0,California,11.0,False,True,4.4,49.42
2010.0,California,18.0,False,True,1.8,41.52
2010.0,California,20.0,False,True,3.5,48.3
2010.0,California,47.0,False,True,2.7,42.57
2010.0,Colorado,3.0,False,True,4.55,52.0
2010.0,Colorado,4.0,False,True,5.45,55.93
2010.0,Colorado,7.0,False,True,2.75,43.86
2010.0,Connecticut,4.0,False,True,2.95,46.94
2010.0,Connecticut,5.0,False,True,2.95,45.94
2010.0,Florida,2.0,False,True,5.25,56.45
2010.0,Florida,8.0,False,True,5.45,59.49
2010.0,Florida,12.0,False,False,5.15,53.92
2010.0,Florida,22.0,False,True,4.2,54.36
2010.0,Florida,24.0,False,True,5.45,59.66
2010.0,Florida,25.0,False,False,5.1,55.04
2010.0,Georgia,2.0,False,True,4.1,48.56
2010.0,Georgia,8.0,False,True,5.1,52.7
2010.0,Hawaii,1.0,True,False,4.2,46.77
2010.0,Idaho,1.0,False,True,3.85,55.28
2010.0,Illinois,8.0,False,True,1.8,50.07
2010.0,Illinois,10.0,False,False,3.25,51.08
2010.0,Illinois,11.0,False,True,5.65,57.35
2010.0,Illinois,14.0,False,True,4.55,53.25
2010.0,Illinois,17.0,False,True,4.55,55.03
2010.0,Indiana,2.0,False,True,3.3,49.3
